id,image_path,articleType,gender,baseColour,season,usage,productDisplayName,mapped_color,neckline,dress_length,fabric,pattern,sleeve_length,mapped_usage,color_encoded,neckline_encoded,dress_length_encoded,fabric_encoded,pattern_encoded,sleeve_length_encoded,usage_encoded,season_encoded,gender_encoded
2781,/content/fashion_data/images/2781.jpg,Tshirts,Men,Purple,Summer,Casual,Ediots Men's Who Cares Purple T-shirt,Purple,Scoop Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,17,10,4,1,7,2,0,2,0
12277,/content/fashion_data/images/12277.jpg,Shirts,Men,Black,Fall,Formal,Genesis Men Stripes Black Shirts,Black,Collared,Knee-length,Linen,Striped,Short Sleeve,Formal,1,1,1,6,8,4,2,0,0
15189,/content/fashion_data/images/15189.jpg,Tshirts,Men,Green,Fall,Casual,Arrow Sport Men Solid Green Polo Tshirts,Green,Scoop Neck,Mini,Cotton,Solid,Short Sleeve,Casual,8,10,4,1,7,4,0,0,0
30834,/content/fashion_data/images/30834.jpg,Kurtas,Women,Blue,Summer,Ethnic,Fabindia Women Blue Kurta,Blue,Collared,Maxi,Cotton,Solid,Long Sleeve,Festive/Religious,2,1,2,1,7,3,1,2,2
20217,/content/fashion_data/images/20217.jpg,Sweaters,Men,Navy Blue,Fall,Casual,Wrangler Men Contrast Rib Navy Blue Sweater,Navy Blue,Crew Neck,Knee-length,Wool,Solid,Long Sleeve,Casual,12,3,1,10,7,3,0,0,0
24558,/content/fashion_data/images/24558.jpg,Kurtas,Women,Blue,Fall,Ethnic,Vishudh Women Blue Printed Kurta,Blue,Collared,Maxi,Cotton,Abstract,3/4 Sleeve,Festive/Religious,2,1,2,1,0,0,1,0,2
48107,/content/fashion_data/images/48107.jpg,Tops,Women,Blue,Summer,Casual,French Connection Women Blue Top,Blue,Square Neck,Mini,Silk,Solid,Bell Sleeve,Casual,2,11,4,9,7,1,0,2,2
4963,/content/fashion_data/images/4963.jpg,Tshirts,Men,Blue,Summer,Casual,Gini and Jony Boy's Karl Blue White Kidswear,Blue,Crew Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,2,3,4,1,7,2,0,2,0
22602,/content/fashion_data/images/22602.jpg,Tshirts,Men,White,Summer,Sports,Nike Men White T-shirt,White,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Sports,22,3,4,1,7,4,4,2,0
15095,/content/fashion_data/images/15095.jpg,Kurtas,Women,Purple,Fall,Ethnic,Mother Earth Women Printed Purple Kurtas,Purple,V-Neck,Midi,Crepe,Abstract,3/4 Sleeve,Festive/Religious,17,14,3,2,0,0,1,0,2
11675,/content/fashion_data/images/11675.jpg,Shirts,Men,Red,Fall,Casual,Lee Men Check Red Shirts,Red,Collared,Knee-length,Linen,Plaid,Long Sleeve,Casual,18,1,1,6,5,3,0,0,0
16489,/content/fashion_data/images/16489.jpg,Tshirts,Men,Green,Fall,Casual,Locomotive Men Printed Forest Green TShirt,Green,Crew Neck,Mini,Polyester,Abstract,Short Sleeve,Casual,8,3,4,7,0,4,0,0,0
33542,/content/fashion_data/images/33542.jpg,Tops,Women,Yellow,Summer,Casual,Wrangler Women Suzan Yellow Top,Yellow,V-Neck,Mini,Silk,Solid,Sleeveless,Casual,23,14,4,9,7,5,0,2,2
51434,/content/fashion_data/images/51434.jpg,Shirts,Women,Turquoise Blue,Summer,Casual,Myntra Women Turquoise Blue Check Shirt,Teal,Collared,Mini,Cotton,Plaid,Long Sleeve,Casual,21,1,4,1,5,3,0,2,2
40597,/content/fashion_data/images/40597.jpg,Kurtis,Women,Green,Summer,Ethnic,Aurelia Women Green Kurti,Green,High Neck,Midi,Polyester,Solid,3/4 Sleeve,Festive/Religious,8,5,3,7,7,0,1,2,2
2229,/content/fashion_data/images/2229.jpg,Tshirts,Men,White,Fall,Sports,ADIDAS Men Sunset White Polo T-shirt,White,Crew Neck,Mini,Polyester,Solid,Short Sleeve,Sports,22,3,4,7,7,4,4,0,0
34006,/content/fashion_data/images/34006.jpg,Tops,Women,Purple,Summer,Casual,Gini and Jony Girls Purple Top,Purple,Off-Shoulder,Mini,Chiffon,Solid,Sleeveless,Casual,17,8,4,0,7,5,0,2,2
44869,/content/fashion_data/images/44869.jpg,Tshirts,Men,Black,Summer,Casual,Puma Men Black T-shirt,Black,Crew Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,1,3,4,1,7,2,0,2,0
12194,/content/fashion_data/images/12194.jpg,Tshirts,Men,Blue,Fall,Casual,Basics Men Blue Striped Polo T-shirt,Blue,Crew Neck,Mini,Polyester,Striped,Short Sleeve,Casual,2,3,4,7,8,4,0,0,0
36828,/content/fashion_data/images/36828.jpg,Kurtas,Women,Maroon,Summer,Ethnic,Vishudh Women Maroon Kurta,Maroon,Collared,Maxi,Cotton,Solid,Short Sleeve,Festive/Religious,10,1,2,1,7,4,1,2,2
53787,/content/fashion_data/images/53787.jpg,Tshirts,Men,White,Summer,Casual,Puma Men White & Green T-shirt,White,Scoop Neck,Mini,Polyester,Solid,Short Sleeve,Casual,22,10,4,7,7,4,0,2,0
14306,/content/fashion_data/images/14306.jpg,Sweatshirts,Men,Navy Blue,Fall,Casual,ADIDAS Men Printed Navy Blue Sweatshirts,Navy Blue,High Neck,Knee-length,Polyester,Abstract,Long Sleeve,Casual,12,5,1,7,0,3,0,0,0
8436,/content/fashion_data/images/8436.jpg,Tops,Women,Pink,Fall,Casual,Jealous 21 Women Jealous Gaius Pink Top Pink Tops,Pink,Off-Shoulder,Mini,Polyester,Solid,Short Sleeve,Casual,16,8,4,7,7,4,0,0,2
13451,/content/fashion_data/images/13451.jpg,Shirts,Women,Pink,Summer,Casual,United Colors of Benetton Women Check Pink Shirts,Pink,Collared,Knee-length,Cotton,Plaid,Long Sleeve,Casual,16,1,1,1,5,3,0,2,2
6605,/content/fashion_data/images/6605.jpg,Tshirts,Men,White,Summer,Casual,Spykar Men's White Green Blue T-shirt,White,Crew Neck,Mini,Polyester,Solid,Short Sleeve,Casual,22,3,4,7,7,4,0,2,0
43037,/content/fashion_data/images/43037.jpg,Shirts,Men,Green,Summer,Casual,Scullers Men Green & Navy Blue Shirt,Green,Collared,Knee-length,Polyester,Solid,Long Sleeve,Casual,8,1,1,7,7,3,0,2,0
27196,/content/fashion_data/images/27196.jpg,Dresses,Women,Yellow,Summer,Casual,Doodle Girls Yellow Dress,Yellow,Off-Shoulder,Maxi,Cotton,Solid,Long Sleeve,Casual,23,8,2,1,7,3,0,2,2
20671,/content/fashion_data/images/20671.jpg,Tshirts,Men,Black,Fall,Casual,Classic Polo Men Striped Black Tshirt,Black,Crew Neck,Mini,Polyester,Striped,Cap Sleeve,Casual,1,3,4,7,8,2,0,0,0
48424,/content/fashion_data/images/48424.jpg,Tshirts,Men,White,Summer,Casual,French Connection Men White Printed T-shirt,White,V-Neck,Mini,Cotton,Abstract,Cap Sleeve,Casual,22,14,4,1,0,2,0,2,0
18892,/content/fashion_data/images/18892.jpg,Tops,Women,Blue,Fall,Casual,Arrow Woman Eleana Blue Top,Blue,Square Neck,Mini,Crepe,Solid,Sleeveless,Casual,2,11,4,2,7,5,0,0,2
43686,/content/fashion_data/images/43686.jpg,Tshirts,Men,White,Summer,Casual,Doodle Boys Printed White T-shirt,White,Crew Neck,Mini,Cotton,Abstract,Short Sleeve,Casual,22,3,4,1,0,4,0,2,0
19997,/content/fashion_data/images/19997.jpg,Tshirts,Men,White,Fall,Casual,United Colors Of Benetton Men White T-shirt,White,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,22,3,4,1,7,4,0,0,0
3263,/content/fashion_data/images/3263.jpg,Tshirts,Men,Yellow,Summer,Casual,Guerrilla Men's Need Money Yellow T-shirt,Yellow,Scoop Neck,Mini,Cotton,Solid,Short Sleeve,Casual,23,10,4,1,7,4,0,2,0
28535,/content/fashion_data/images/28535.jpg,Tshirts,Men,Green,Summer,Sports,Nike Men Sublimated Green T-shirt,Green,Scoop Neck,Mini,Polyester,Solid,Cap Sleeve,Sports,8,10,4,7,7,2,4,2,0
10042,/content/fashion_data/images/10042.jpg,Tshirts,Women,Pink,Fall,Sports,Nike Women Pink Polo Tshirts,Pink,Scoop Neck,Mini,Cotton,Solid,Short Sleeve,Sports,16,10,4,1,7,4,4,0,2
15615,/content/fashion_data/images/15615.jpg,Tshirts,Men,Red,Fall,Sports,Nike Men Running Red Jerseys,Red,Scoop Neck,Mini,Cotton,Solid,Short Sleeve,Sports,18,10,4,1,7,4,4,0,0
5799,/content/fashion_data/images/5799.jpg,Tshirts,Men,Green,Summer,Casual,ADIDAS Men's Bubble Green T-shirt,Green,Scoop Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,8,10,4,1,7,2,0,2,0
38156,/content/fashion_data/images/38156.jpg,Jackets,Men,Green,Summer,Casual,Wildcraft Men Green Fleece Sleeveless Jacket,Green,High Neck,Knee-length,Leather,Solid,Long Sleeve,Casual,8,5,1,5,7,3,0,2,0
11008,/content/fashion_data/images/11008.jpg,Tshirts,Women,Cream,Fall,Casual,Inkfruit Women Behind Cream Tshirts,Off White,Scoop Neck,Mini,Cotton,Solid,Short Sleeve,Casual,14,10,4,1,7,4,0,0,2
5974,/content/fashion_data/images/5974.jpg,Shirts,Men,Green,Summer,Casual,Locomotive Men Green Black White Checked Shirt,Green,Collared,Mini,Cotton,Plaid,3/4 Sleeve,Casual,8,1,4,1,5,0,0,2,0
7959,/content/fashion_data/images/7959.jpg,Tshirts,Men,White,Fall,Casual,Puma Men's ESS White Polo T-shirt,White,Scoop Neck,Mini,Cotton,Solid,Short Sleeve,Casual,22,10,4,1,7,4,0,0,0
18754,/content/fashion_data/images/18754.jpg,Dresses,Women,Pink,Fall,Casual,Arrow Woman Kaya Pink Dress,Pink,One-Shoulder,Midi,Lace,Solid,3/4 Sleeve,Casual,16,9,3,4,7,0,0,0,2
22626,/content/fashion_data/images/22626.jpg,Sweaters,Men,Grey,Fall,Sports,Nike Men Solid Grey Sweater,Grey,Turtleneck,Mini,Wool,Solid,Long Sleeve,Sports,9,13,4,10,7,3,4,0,0
40601,/content/fashion_data/images/40601.jpg,Kurtas,Women,Green,Summer,Ethnic,Span Women Printed Green Kurta,Green,Collared,Maxi,Linen,Abstract,Short Sleeve,Festive/Religious,8,1,2,6,0,4,1,2,2
33023,/content/fashion_data/images/33023.jpg,Kurtas,Women,Maroon,Summer,Ethnic,Mother Earth Women Maroon Kurta,Maroon,Keyhole,Maxi,Linen,Solid,Short Sleeve,Festive/Religious,10,6,2,6,7,4,1,2,2
22569,/content/fashion_data/images/22569.jpg,Shirts,Men,Blue,Summer,Casual,Highlander Men Check Blue Shirt,Blue,Collared,Knee-length,Polyester,Plaid,3/4 Sleeve,Casual,2,1,1,7,5,0,0,2,0
38943,/content/fashion_data/images/38943.jpg,Shirts,Men,White,Summer,Casual,Gini and Jony Boys Check White Shirt,White,Collared,Knee-length,Cotton,Plaid,Long Sleeve,Casual,22,1,1,1,5,3,0,2,0
58680,/content/fashion_data/images/58680.jpg,Kurtas,Women,Pink,Fall,Ethnic,Alayna Women Pink Kurta,Pink,Keyhole,Maxi,Silk,Solid,Long Sleeve,Festive/Religious,16,6,2,9,7,3,1,0,2
19104,/content/fashion_data/images/19104.jpg,Kurtas,Women,Beige,Fall,Ethnic,Mother Earth Women Printed Beige Kurta,Beige,Collared,Midi,Silk,Abstract,3/4 Sleeve,Festive/Religious,0,1,3,9,0,0,1,0,2
2125,/content/fashion_data/images/2125.jpg,Shirts,Women,White,Winter,Casual,Lee Women White Shirt,White,V-Neck,Knee-length,Linen,Solid,3/4 Sleeve,Casual,22,14,1,6,7,0,0,3,2
19803,/content/fashion_data/images/19803.jpg,Tshirts,Men,Grey,Fall,Casual,U.S. Polo Assn. Men Printed Grey Tshirt,Grey,Crew Neck,Mini,Cotton,Abstract,Short Sleeve,Casual,9,3,4,1,0,4,0,0,0
17850,/content/fashion_data/images/17850.jpg,Tops,Women,Grey,Fall,Casual,Flying Machine Women Sequins Grey Top,Grey,Square Neck,Mini,Silk,Solid,Bell Sleeve,Casual,9,11,4,9,7,1,0,0,2
8780,/content/fashion_data/images/8780.jpg,Shirts,Men,Purple,Fall,Casual,Indigo Nation Men Club Satin Hot Stepper Purple Shirts,Purple,Collared,Mini,Linen,Solid,3/4 Sleeve,Casual,17,1,4,6,7,0,0,0,0
48418,/content/fashion_data/images/48418.jpg,Tshirts,Men,Charcoal,Summer,Casual,French Connection Men Charcoal Printed T-shirt,Grey,Scoop Neck,Mini,Polyester,Abstract,Cap Sleeve,Casual,9,10,4,7,0,2,0,2,0
27859,/content/fashion_data/images/27859.jpg,Shirts,Women,Navy Blue,Summer,Casual,Scullers For Her Check Navy Blue Shirt,Navy Blue,Collared,Knee-length,Polyester,Plaid,3/4 Sleeve,Casual,12,1,1,7,5,0,0,2,2
5812,/content/fashion_data/images/5812.jpg,Tshirts,Women,Black,Summer,Casual,Puma Women's CBN Logo Black T-shirt,Black,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,1,3,4,1,7,4,0,2,2
20295,/content/fashion_data/images/20295.jpg,Tshirts,Men,Blue,Fall,Casual,Flying Machine Men Printed Blue Tshirt,Blue,V-Neck,Mini,Cotton,Abstract,Short Sleeve,Casual,2,14,4,1,0,4,0,0,0
6222,/content/fashion_data/images/6222.jpg,Tshirts,Women,Green,Summer,Casual,UCB Women's Round Neck Green T-shirt,Green,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,8,3,4,1,7,4,0,2,2
3985,/content/fashion_data/images/3985.jpg,Tshirts,Men,Blue,Summer,Casual,Mr.Men Men's Strong Blue T-shirt,Blue,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,2,3,4,1,7,4,0,2,0
48491,/content/fashion_data/images/48491.jpg,Tops,Women,Brown,Winter,Casual,French Connection Women Brown top,Brown,Halter,Mini,Crepe,Solid,Short Sleeve,Casual,3,4,4,2,7,4,0,3,2
17848,/content/fashion_data/images/17848.jpg,Tshirts,Women,White,Fall,Casual,Flying Machine Women Mind Your White Tshirt,White,Crew Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,22,3,4,1,7,2,0,0,2
13816,/content/fashion_data/images/13816.jpg,Tshirts,Men,Red,Fall,Casual,Proline Pack of 3 Printed T-shirts,Red,V-Neck,Mini,Cotton,Abstract,Cap Sleeve,Casual,18,14,4,1,0,2,0,0,0
17550,/content/fashion_data/images/17550.jpg,Shirts,Men,Red,Fall,Formal,Mark Taylor Men Red & White Striped Shirt,Red,V-Neck,Mini,Linen,Striped,Long Sleeve,Formal,18,14,4,6,8,3,2,0,0
36213,/content/fashion_data/images/36213.jpg,Tops,Women,Green,Summer,Casual,Gini And Jony Girls Striped Green Top,Green,Square Neck,Mini,Chiffon,Striped,Sleeveless,Casual,8,11,4,0,8,5,0,2,2
58494,/content/fashion_data/images/58494.jpg,Dresses,Women,Purple,Fall,Casual,Tonga Women Purple Dress,Purple,One-Shoulder,Maxi,Crepe,Solid,Sleeveless,Casual,17,9,2,2,7,5,0,0,2
54929,/content/fashion_data/images/54929.jpg,Tshirts,Men,Yellow,Summer,Casual,Do u speak Green Men Yellow T-shirt,Yellow,Crew Neck,Mini,Polyester,Solid,Short Sleeve,Casual,23,3,4,7,7,4,0,2,0
48471,/content/fashion_data/images/48471.jpg,Dresses,Women,Purple,Summer,Casual,French Connection Purple Dress,Purple,Off-Shoulder,Knee-length,Satin,Solid,Cap Sleeve,Casual,17,8,1,8,7,2,0,2,2
47673,/content/fashion_data/images/47673.jpg,Tops,Women,Black,Summer,Casual,Femella Women Black Animal Print Top,Black,Square Neck,Mini,Crepe,Abstract,Short Sleeve,Casual,1,11,4,2,0,4,0,2,2
14942,/content/fashion_data/images/14942.jpg,Tshirts,Men,Black,Fall,Casual,Status Quo Men Stripes Black Tshirts,Black,V-Neck,Mini,Cotton,Striped,Short Sleeve,Casual,1,14,4,1,8,4,0,0,0
4388,/content/fashion_data/images/4388.jpg,Tshirts,Men,Green,Summer,Casual,DC Comics Lantern Arrow All Over Green T-shirt,Green,Crew Neck,Mini,Polyester,Solid,Short Sleeve,Casual,8,3,4,7,7,4,0,2,0
11532,/content/fashion_data/images/11532.jpg,Tops,Women,Black,Fall,Casual,United Colors of Benetton Women Light Winter Black Tops,Black,Square Neck,Mini,Silk,Solid,Cap Sleeve,Casual,1,11,4,9,7,2,0,0,2
30872,/content/fashion_data/images/30872.jpg,Kurtas,Women,Beige,Summer,Ethnic,Fabindia Women Beige Hand Block Printed Kurta,Beige,V-Neck,Maxi,Crepe,Abstract,Long Sleeve,Festive/Religious,0,14,2,2,0,3,1,2,2
38803,/content/fashion_data/images/38803.jpg,Tshirts,Men,Blue,Summer,Casual,Marvel Men Blue Printed T-shirt,Blue,V-Neck,Mini,Cotton,Abstract,Short Sleeve,Casual,2,14,4,1,0,4,0,2,0
11257,/content/fashion_data/images/11257.jpg,Tshirts,Men,Black,Fall,Casual,Puma Men cover Black Tshirts,Black,V-Neck,Mini,Cotton,Solid,Short Sleeve,Casual,1,14,4,1,7,4,0,0,0
17200,/content/fashion_data/images/17200.jpg,Sweaters,Men,Red,Winter,Casual,U.S. Polo Assn. Men Solid Tibetian Red Sweater,Red,Cowl Neck,Mini,Cotton,Solid,Long Sleeve,Casual,18,2,4,1,7,3,0,3,0
3267,/content/fashion_data/images/3267.jpg,Tshirts,Men,Green,Summer,Casual,Guerrilla Men's Rider Green T-shirt,Green,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,8,3,4,1,7,4,0,2,0
37145,/content/fashion_data/images/37145.jpg,Shirts,Men,Lavender,Summer,Casual,Wills Lifestyle Men Striped Lavender Shirt,Purple,Collared,Mini,Linen,Striped,Long Sleeve,Casual,17,1,4,6,8,3,0,2,0
13419,/content/fashion_data/images/13419.jpg,Tshirts,Men,Pink,Summer,Casual,United Colors of Benetton Men Solid Pink Polo T-shirts,Pink,V-Neck,Mini,Polyester,Solid,Short Sleeve,Casual,16,14,4,7,7,4,0,2,0
32979,/content/fashion_data/images/32979.jpg,Tshirts,Men,Red,Summer,Casual,Mr. Men Printed Red T-shirt,Red,Scoop Neck,Mini,Polyester,Abstract,Short Sleeve,Casual,18,10,4,7,0,4,0,2,0
26957,/content/fashion_data/images/26957.jpg,Shirts,Women,Purple,Summer,Casual,Jealous 21 Women Purple Shirt,Purple,Collared,Mini,Cotton,Solid,Long Sleeve,Casual,17,1,4,1,7,3,0,2,2
20225,/content/fashion_data/images/20225.jpg,Sweaters,Women,Red,Fall,Casual,Wrangler Women Felt Red Sweater,Red,Cowl Neck,Knee-length,Polyester,Solid,Long Sleeve,Casual,18,2,1,7,7,3,0,0,2
26126,/content/fashion_data/images/26126.jpg,Shirts,Men,White,Summer,Formal,John Miller Men Striped White Shirt,White,Collared,Knee-length,Linen,Striped,3/4 Sleeve,Formal,22,1,1,6,8,0,2,2,0
52877,/content/fashion_data/images/52877.jpg,Sarees,Women,White,Fall,Ethnic,FNF Multi Coloured Sari,White,Sweetheart,Maxi,Cotton,Solid,Cap Sleeve,Festive/Religious,22,12,2,1,7,2,1,0,2
22209,/content/fashion_data/images/22209.jpg,Tshirts,Men,Green,Summer,Casual,Timberland Men Green Back Logo T-Shirt,Green,V-Neck,Mini,Cotton,Solid,Short Sleeve,Casual,8,14,4,1,7,4,0,2,0
12611,/content/fashion_data/images/12611.jpg,Tops,Women,Green,Fall,Casual,Jealous 21 Women Printed Green Tops,Green,Scoop Neck,Mini,Crepe,Abstract,3/4 Sleeve,Casual,8,10,4,2,0,0,0,0,2
37625,/content/fashion_data/images/37625.jpg,Tshirts,Men,White,Summer,Casual,Madagascar3 Boys White Printed T-Shirt,White,Crew Neck,Mini,Cotton,Abstract,Cap Sleeve,Casual,22,3,4,1,0,2,0,2,0
3322,/content/fashion_data/images/3322.jpg,Tshirts,Men,Blue,Summer,Sports,KKR Boys Fangear Polo Jersey,Blue,Crew Neck,Mini,Cotton,Solid,Cap Sleeve,Sports,2,3,4,1,7,2,4,2,0
16321,/content/fashion_data/images/16321.jpg,Tshirts,Men,Purple,Fall,Casual,Peter England Men Printed Purple TShirt,Purple,Crew Neck,Mini,Polyester,Abstract,Short Sleeve,Casual,17,3,4,7,0,4,0,0,0
14065,/content/fashion_data/images/14065.jpg,Tshirts,Men,White,Fall,Casual,Flying Machine Men Stripes White Polo Tshirts,White,V-Neck,Mini,Cotton,Striped,Short Sleeve,Casual,22,14,4,1,8,4,0,0,0
40404,/content/fashion_data/images/40404.jpg,Tops,Women,Red,Summer,Casual,Tonga Women Red & Cream-Coloured Top,Red,Halter,Mini,Chiffon,Solid,Cap Sleeve,Casual,18,4,4,0,7,2,0,2,2
12386,/content/fashion_data/images/12386.jpg,Shirts,Men,Red,Fall,Formal,Reid & Taylor Men Stripes Red Shirts,Red,Collared,Knee-length,Polyester,Striped,Long Sleeve,Formal,18,1,1,7,8,3,2,0,0
15465,/content/fashion_data/images/15465.jpg,Jackets,Men,Green,Fall,Casual,Puma Men Rime Down Vest Green Jackets,Green,V-Neck,Mini,Leather,Solid,Long Sleeve,Casual,8,14,4,5,7,3,0,0,0
50329,/content/fashion_data/images/50329.jpg,Kurtas,Women,Teal,Summer,Ethnic,Aurelia Women Teal Kurta,Teal,Keyhole,Midi,Silk,Solid,Short Sleeve,Festive/Religious,21,6,3,9,7,4,1,2,2
43080,/content/fashion_data/images/43080.jpg,Tops,Women,Green,Summer,Sports,Nike Womens Moss Green Top,Green,Off-Shoulder,Mini,Crepe,Solid,Cap Sleeve,Sports,8,8,4,2,7,2,4,2,2
56714,/content/fashion_data/images/56714.jpg,Kurtas,Women,White,Summer,Ethnic,Folklore Women Pink & Green Printed Kurta,White,High Neck,Midi,Cotton,Abstract,3/4 Sleeve,Festive/Religious,22,5,3,1,0,0,1,2,2
19403,/content/fashion_data/images/19403.jpg,Tshirts,Men,Grey,Summer,Casual,ADIDAS Men Grey T-shirt,Grey,V-Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,9,14,4,1,7,2,0,2,0
31382,/content/fashion_data/images/31382.jpg,Tshirts,Men,White,Summer,Casual,Locomotive Men Printed White T-shirt,White,V-Neck,Mini,Cotton,Abstract,Cap Sleeve,Casual,22,14,4,1,0,2,0,2,0
12769,/content/fashion_data/images/12769.jpg,Tops,Women,Red,Fall,Ethnic,Mother Earth Women Checks Red Shirts,Red,Scoop Neck,Mini,Silk,Plaid,Short Sleeve,Festive/Religious,18,10,4,9,5,4,1,0,2
16990,/content/fashion_data/images/16990.jpg,Sweaters,Women,Red,Summer,Casual,United Colors of Benetton Women Solid Red Sweater,Red,Mock Neck,Knee-length,Polyester,Solid,Long Sleeve,Casual,18,7,1,7,7,3,0,2,2
40186,/content/fashion_data/images/40186.jpg,Kurtis,Women,Black,Summer,Ethnic,Mumbai Slang Women Pink & Black Kurti,Black,Scoop Neck,Knee-length,Polyester,Solid,Short Sleeve,Festive/Religious,1,10,1,7,7,4,1,2,2
29628,/content/fashion_data/images/29628.jpg,Shirts,Men,Blue,Summer,Formal,Indigo Nation Men Check Blue Shirt,Blue,Collared,Knee-length,Linen,Plaid,3/4 Sleeve,Formal,2,1,1,6,5,0,2,2,0
12632,/content/fashion_data/images/12632.jpg,Tshirts,Men,Grey,Fall,Casual,Probase Men Printed Grey Tshirts,Grey,Crew Neck,Mini,Polyester,Abstract,Short Sleeve,Casual,9,3,4,7,0,4,0,0,0
34065,/content/fashion_data/images/34065.jpg,Dresses,Women,Black,Summer,Casual,Gini and Jony Girls Black Dress,Black,Sweetheart,Mini,Chiffon,Solid,Long Sleeve,Casual,1,12,4,0,7,3,0,2,2
52114,/content/fashion_data/images/52114.jpg,Tops,Women,Off White,Summer,Casual,Myntra Women Off White Printed Top,Off White,V-Neck,Mini,Polyester,Abstract,Cap Sleeve,Casual,14,14,4,7,0,2,0,2,2
19004,/content/fashion_data/images/19004.jpg,Jackets,Women,Red,Summer,Casual,ADIDAS Originals Women Firebird Red Jacket,Red,Collared,Knee-length,Denim,Solid,Long Sleeve,Casual,18,1,1,3,7,3,0,2,2
11166,/content/fashion_data/images/11166.jpg,Shirts,Men,Purple,Fall,Formal,John Miller Men Solid Purple Shirt,Purple,Collared,Knee-length,Polyester,Solid,Short Sleeve,Formal,17,1,1,7,7,4,2,0,0
11759,/content/fashion_data/images/11759.jpg,Tops,Women,Grey,Summer,Casual,Lee Women Solid Grey Tops,Grey,Halter,Mini,Silk,Solid,Short Sleeve,Casual,9,4,4,9,7,4,0,2,2
39718,/content/fashion_data/images/39718.jpg,Tops,Women,Beige,Summer,Casual,Arrow Woman Beige Top,Beige,Scoop Neck,Mini,Polyester,Solid,Bell Sleeve,Casual,0,10,4,7,7,1,0,2,2
38593,/content/fashion_data/images/38593.jpg,Tshirts,Women,Black,Summer,Casual,Nike Women Printed Scoop Black T-shirt,Black,V-Neck,Mini,Cotton,Abstract,Short Sleeve,Casual,1,14,4,1,0,4,0,2,2
16409,/content/fashion_data/images/16409.jpg,Shirts,Men,Grey,Fall,Casual,Levis Men Striped Grey Shirt,Grey,Collared,Mini,Linen,Striped,Long Sleeve,Casual,9,1,4,6,8,3,0,0,0
58703,/content/fashion_data/images/58703.jpg,Kurtas,Women,Beige,Summer,Ethnic,ALayna Women Printed Red Kurta,Beige,High Neck,Knee-length,Linen,Abstract,Long Sleeve,Festive/Religious,0,5,1,6,0,3,1,2,2
11063,/content/fashion_data/images/11063.jpg,Shirts,Men,Purple,Fall,Formal,John Miller Men Solid Purple Shirts,Purple,Collared,Mini,Linen,Solid,3/4 Sleeve,Formal,17,1,4,6,7,0,2,0,0
7834,/content/fashion_data/images/7834.jpg,Tshirts,Men,Grey,Fall,Casual,Proline Men Grey Printed T-shirt,Grey,Scoop Neck,Mini,Cotton,Abstract,Short Sleeve,Casual,9,10,4,1,0,4,0,0,0
38622,/content/fashion_data/images/38622.jpg,Tshirts,Men,Red,Summer,Casual,Nike Men Red Polo T-shirt,Red,Scoop Neck,Mini,Polyester,Solid,Short Sleeve,Casual,18,10,4,7,7,4,0,2,0
13940,/content/fashion_data/images/13940.jpg,Shirts,Men,Grey,Fall,Casual,United Colors of Benetton Men Check Grey Shirt,Grey,Collared,Knee-length,Linen,Plaid,3/4 Sleeve,Casual,9,1,1,6,5,0,0,0,0
40646,/content/fashion_data/images/40646.jpg,Kurtas,Women,Green,Summer,Ethnic,Span Women Green Kurta,Green,Keyhole,Knee-length,Cotton,Solid,Short Sleeve,Festive/Religious,8,6,1,1,7,4,1,2,2
13412,/content/fashion_data/images/13412.jpg,Shirts,Men,Blue,Summer,Casual,United Colors of Benetton Men Check Blue Shirts,Blue,Collared,Mini,Cotton,Plaid,3/4 Sleeve,Casual,2,1,4,1,5,0,0,2,0
12630,/content/fashion_data/images/12630.jpg,Tshirts,Men,Blue,Fall,Casual,Probase Men Printed Blue Tshirts,Blue,Crew Neck,Mini,Cotton,Abstract,Short Sleeve,Casual,2,3,4,1,0,4,0,0,0
58724,/content/fashion_data/images/58724.jpg,Tshirts,Men,Blue,Summer,Casual,Puma Men Blue & White T-shirt,Blue,Scoop Neck,Mini,Cotton,Solid,Short Sleeve,Casual,2,10,4,1,7,4,0,2,0
22067,/content/fashion_data/images/22067.jpg,Kurtas,Women,Brown,Fall,Ethnic,Vishudh Women Printed Brown Kurta,Brown,Keyhole,Knee-length,Linen,Abstract,3/4 Sleeve,Festive/Religious,3,6,1,6,0,0,1,0,2
53393,/content/fashion_data/images/53393.jpg,Kurtas,Women,Beige,Fall,Ethnic,Alma Women Printed Beige Kurta,Beige,V-Neck,Midi,Silk,Abstract,Short Sleeve,Festive/Religious,0,14,3,9,0,4,1,0,2
