id,image_path,category,gender,baseColour,season,usage,productDisplayName,category_encoded,gender_encoded,mapped_color,color_encoded,season_encoded,mapped_usage,usage_encoded
28340,/content/fashion_data/images/28340.jpg,Sunglasses & Eyewear,Men,Black,Winter,Casual,Idee Men Black Sunglasses,9,0,Black,1,3,Casual,0
48790,/content/fashion_data/images/48790.jpg,Necklaces & Chains,Women,Silver,Summer,Casual,Lucera Women Silver Pendant,6,2,Silver,20,2,Casual,0
58452,/content/fashion_data/images/58452.jpg,Watches,Men,Black,Winter,Casual,Fossil Men Black Dial Chronograph Watch FS4542,11,0,Black,1,3,Casual,0
19271,/content/fashion_data/images/19271.jpg,Watches,Men,Steel,Winter,Casual,Guess Men Chase Steel Watch,11,0,Metallic,11,3,Casual,0
28335,/content/fashion_data/images/28335.jpg,Sunglasses & Eyewear,Men,Black,Winter,Casual,Idee Men Black Sunglasses,9,0,Black,1,3,Casual,0
23486,/content/fashion_data/images/23486.jpg,Scarves & Shawls,Men,Grey,Summer,Casual,Arrow Men Grey Check Scarf,8,0,Grey,9,2,Casual,0
24647,/content/fashion_data/images/24647.jpg,Cufflinks,Men,Pink,Summer,Formal,Reid & Taylor Men Bright Assorted Pink Cufflinks,2,0,Pink,17,2,Formal,2
38436,/content/fashion_data/images/38436.jpg,Handbags & Clutches,Women,Black,Summer,Casual,Baggit Women Black Handbag,4,2,Black,1,2,Casual,0
46541,/content/fashion_data/images/46541.jpg,Watches,Men,Silver,Winter,Casual,Timex Men Silver-Toned Dial Watch,11,0,Silver,20,3,Casual,0
23269,/content/fashion_data/images/23269.jpg,Watches,Men,White,Winter,Casual,Maxima Ssteele Men White Watch,11,0,White,23,3,Casual,0
2362,/content/fashion_data/images/2362.jpg,Hats & Headwear,Unisex,Black,Summer,Sports,ADIDAS Black Cap,5,1,Black,1,2,Sports,4
53068,/content/fashion_data/images/53068.jpg,Handbags & Clutches,Women,Black,Summer,Casual,Rocia Women Black Handbag,4,2,Black,1,2,Casual,0
19236,/content/fashion_data/images/19236.jpg,Scarves & Shawls,Men,Off White,Fall,Casual,Puma Men Solid Off White Scarvf,8,0,Off White,15,0,Casual,0
45206,/content/fashion_data/images/45206.jpg,Watches,Women,Blue,Winter,Casual,CASIO ENTICER Women Blue Dial Analogue Watch A66,11,2,Blue,2,3,Casual,0
48656,/content/fashion_data/images/48656.jpg,Earrings,Women,Silver,Summer,Casual,Lucera Women Gold Plated Silver Earrings,3,2,Silver,20,2,Casual,0
37299,/content/fashion_data/images/37299.jpg,Watches,Men,Silver,Winter,Casual,CASIO Enticer Men Grey Dial Analogue Watch A521,11,0,Silver,20,3,Casual,0
50428,/content/fashion_data/images/50428.jpg,Handbags & Clutches,Unisex,Khaki,Summer,Casual,Lino Perros Unisex Khaki Satchel,4,1,Tan,21,2,Casual,0
59465,/content/fashion_data/images/59465.jpg,Rings,Women,Silver,Summer,Casual,Lucera Silver Ring,7,2,Silver,20,2,Casual,0
5856,/content/fashion_data/images/5856.jpg,Handbags & Clutches,Men,Brown,Summer,Casual,ADIDAS Men Organizer Brown Sling Bag,4,0,Brown,3,2,Casual,0
38443,/content/fashion_data/images/38443.jpg,Handbags & Clutches,Women,Gold,Summer,Casual,Baggit Women Golden Purse,4,2,Gold,7,2,Casual,0
38221,/content/fashion_data/images/38221.jpg,Sunglasses & Eyewear,Unisex,Black,Winter,Casual,Polaroid Unisex Sunglasses,9,1,Black,1,3,Casual,0
10240,/content/fashion_data/images/10240.jpg,Watches,Men,Copper,Winter,Casual,Esprit Men Gran Orbit Rosegold Copper Watches,11,0,Copper,6,3,Casual,0
12681,/content/fashion_data/images/12681.jpg,Hats & Headwear,Men,Blue,Summer,Casual,Probase Men Check Blue Cap,5,0,Blue,2,2,Casual,0
45025,/content/fashion_data/images/45025.jpg,Watches,Women,Silver,Winter,Casual,Maxima Women Silver Dial Pearl Strap Watch,11,2,Silver,20,3,Casual,0
25192,/content/fashion_data/images/25192.jpg,Handbags & Clutches,Women,Beige,Winter,Casual,Lino Perros Women Classic Beige Handbag,4,2,Beige,0,3,Casual,0
47305,/content/fashion_data/images/47305.jpg,Handbags & Clutches,Women,Brown,Summer,Casual,Baggit Women Brown Handbag,4,2,Brown,3,2,Casual,0
20576,/content/fashion_data/images/20576.jpg,Belts,Women,Brown,Winter,Casual,Baggit Women Chotu Dum Brown Belt,0,2,Brown,3,3,Casual,0
27805,/content/fashion_data/images/27805.jpg,Belts,Men,Brown,Summer,Casual,Bulchee Men Brown And Black Reversible Belt,0,0,Brown,3,2,Casual,0
29946,/content/fashion_data/images/29946.jpg,Watches,Women,White,Winter,Casual,Police Women White Dial Watch PL13090JS-28E,11,2,White,23,3,Casual,0
49863,/content/fashion_data/images/49863.jpg,Watches,Women,Pink,Winter,Casual,Q&Q Kids Girls Pink Digital Watch,11,2,Pink,17,3,Casual,0
28162,/content/fashion_data/images/28162.jpg,Sunglasses & Eyewear,Men,Copper,Winter,Casual,Ray-Ban Men Aviator Sunglasses,9,0,Copper,6,3,Casual,0
25143,/content/fashion_data/images/25143.jpg,Handbags & Clutches,Women,Silver,Winter,Casual,Lino Perros Women Silver Clutch,4,2,Silver,20,3,Casual,0
25609,/content/fashion_data/images/25609.jpg,Watches,Women,Black,Winter,Casual,Fastrack Women Black & Grey Dial Watch N2161SL06,11,2,Black,1,3,Casual,0
52848,/content/fashion_data/images/52848.jpg,Earrings,Women,Green,Summer,Casual,Adrika Women Green Earrings,3,2,Green,8,2,Casual,0
21290,/content/fashion_data/images/21290.jpg,Sunglasses & Eyewear,Women,Brown,Winter,Casual,Allen Solly Women Oversized Sunglasses AS205-C3,9,2,Brown,3,3,Casual,0
25796,/content/fashion_data/images/25796.jpg,Belts,Men,Red,Summer,Formal,Arrow Men Red Suspenders,0,0,Red,19,2,Formal,2
38419,/content/fashion_data/images/38419.jpg,Belts,Women,Black,Summer,Casual,Baggit Women Black Sandwichtost  Belt,0,2,Black,1,2,Casual,0
21510,/content/fashion_data/images/21510.jpg,Handbags & Clutches,Women,White,Winter,Casual,Kiara Women Graphiti White Handbag,4,2,White,23,3,Casual,0
37471,/content/fashion_data/images/37471.jpg,Watches,Women,Silver,Winter,Casual,Esprit Women Silver Dial Watch,11,2,Silver,20,3,Casual,0
25336,/content/fashion_data/images/25336.jpg,Watches,Women,Pink,Winter,Casual,CASIO SHEEN Women Pink Dial Watch SH169 SHN-3017D-4A2DR,11,2,Pink,17,3,Casual,0
20408,/content/fashion_data/images/20408.jpg,Belts,Women,Green,Winter,Casual,Baggit Women Chotu Taj Green Belt,0,2,Green,8,3,Casual,0
16856,/content/fashion_data/images/16856.jpg,Sunglasses & Eyewear,Women,Black,Winter,Casual,Idee Women Funky Eyewear Black Sunglasses,9,2,Black,1,3,Casual,0
52655,/content/fashion_data/images/52655.jpg,Handbags & Clutches,Women,Mauve,Summer,Casual,Mod-acc Women Mauve Handbag,4,2,Pink,17,2,Casual,0
37056,/content/fashion_data/images/37056.jpg,Belts,Women,Red,Summer,Casual,Lino Perros Women Red Belt,0,2,Red,19,2,Casual,0
37068,/content/fashion_data/images/37068.jpg,Handbags & Clutches,Women,Black,Summer,Casual,Lino Perros Women Black Handbag,4,2,Black,1,2,Casual,0
17074,/content/fashion_data/images/17074.jpg,Belts,Women,Brown,Winter,Casual,Lino Perros Women Brown Belt,0,2,Brown,3,3,Casual,0
37407,/content/fashion_data/images/37407.jpg,Handbags & Clutches,Women,Lavender,Summer,Casual,Murcia Women Denim Print Lavender Handbag,4,2,Purple,18,2,Casual,0
40027,/content/fashion_data/images/40027.jpg,Hats & Headwear,Unisex,Black,Summer,Casual,ADIDAS Unisex Black Cap,5,1,Black,1,2,Casual,0
49662,/content/fashion_data/images/49662.jpg,Sunglasses & Eyewear,Women,Black,Winter,Casual,United Colors of Benetton Women Sunglass,9,2,Black,1,3,Casual,0
38125,/content/fashion_data/images/38125.jpg,Hats & Headwear,Unisex,Olive,Summer,Casual,Wildcraft Unisex Olive Green Cap,5,1,Green,8,2,Casual,0
52622,/content/fashion_data/images/52622.jpg,Handbags & Clutches,Women,Purple,Summer,Casual,Mod-acc Women Purple Handbag,4,2,Purple,18,2,Casual,0
27680,/content/fashion_data/images/27680.jpg,Handbags & Clutches,Women,Turquoise Blue,Winter,Casual,Murcia Women Turquoise Blue Handbag,4,2,Teal,22,3,Casual,0
18835,/content/fashion_data/images/18835.jpg,Belts,Men,Brown,Summer,Formal,Peter England Men Formal Brown Belt,0,0,Brown,3,2,Formal,2
46987,/content/fashion_data/images/46987.jpg,Handbags & Clutches,Women,Charcoal,Summer,Casual,Bulchee Women Charcoal Handbag,4,2,Grey,9,2,Casual,0
59556,/content/fashion_data/images/59556.jpg,Bracelets & Bangles,Women,Gold,Summer,Casual,Lucera Gold Plated Bangle,1,2,Gold,7,2,Casual,0
29421,/content/fashion_data/images/29421.jpg,Watches,Men,Black,Winter,Casual,Giordano Men Black Dial Watch,11,0,Black,1,3,Casual,0
17529,/content/fashion_data/images/17529.jpg,Hats & Headwear,Unisex,Black,Fall,Sports,ADIDAS Unisex Sports Black Caps,5,1,Black,1,0,Sports,4
11221,/content/fashion_data/images/11221.jpg,Watches,Men,Steel,Winter,Casual,Esprit Men Avalance Blue Steel Watches,11,0,Metallic,11,3,Casual,0
23487,/content/fashion_data/images/23487.jpg,Scarves & Shawls,Men,Grey,Summer,Casual,Arrow Men Grey Scarf,8,0,Grey,9,2,Casual,0
19293,/content/fashion_data/images/19293.jpg,Watches,Women,White,Winter,Casual,Guess Women Rosette White Watch,11,2,White,23,3,Casual,0
54503,/content/fashion_data/images/54503.jpg,Handbags & Clutches,Women,Blue,Summer,Casual,Lino Perros Women Blue Handbag,4,2,Blue,2,2,Casual,0
32327,/content/fashion_data/images/32327.jpg,Watches,Men,White,Winter,Casual,Q&Q Men White Dial Watch,11,0,White,23,3,Casual,0
23267,/content/fashion_data/images/23267.jpg,Watches,Men,White,Winter,Casual,Maxima Ssteele Men White Watch,11,0,White,23,3,Casual,0
31711,/content/fashion_data/images/31711.jpg,Earrings,Women,Silver,Winter,Ethnic,Fabindia Women Anusuya Silver Earrings,3,2,Silver,20,3,Festive/Religious,1
59249,/content/fashion_data/images/59249.jpg,Watches,Men,Black,Winter,Casual,Titan Men Black Watch,11,0,Black,1,3,Casual,0
42884,/content/fashion_data/images/42884.jpg,Handbags & Clutches,Women,Beige,Summer,Casual,French Connection Women Beige Clutch,4,2,Beige,0,2,Casual,0
38051,/content/fashion_data/images/38051.jpg,Watches,Men,Black,Winter,Casual,Q&Q Men Black Digital Watch M124J001Y,11,0,Black,1,3,Casual,0
2358,/content/fashion_data/images/2358.jpg,Hats & Headwear,Men,Red,Winter,Sports,ADIDAS Red Men Cap,5,0,Red,19,3,Sports,4
48848,/content/fashion_data/images/48848.jpg,Necklaces & Chains,Women,Silver,Fall,Casual,Lucera Women Silver Pendant with Chain,6,2,Silver,20,0,Casual,0
18019,/content/fashion_data/images/18019.jpg,Belts,Women,Blue,Winter,Casual,Lino Perros Women Solid Blue Belt,0,2,Blue,2,3,Casual,0
25125,/content/fashion_data/images/25125.jpg,Handbags & Clutches,Women,Gold,Winter,Casual,Lino Perros Women Sequins Gold Clutch,4,2,Gold,7,3,Casual,0
40006,/content/fashion_data/images/40006.jpg,Sunglasses & Eyewear,Men,Steel,Winter,Casual,Park Avenue Men Steel Frame Sunglasses,9,0,Metallic,11,3,Casual,0
16882,/content/fashion_data/images/16882.jpg,Sunglasses & Eyewear,Women,Black,Winter,Casual,Police Women Casual Black Sunglasses,9,2,Black,1,3,Casual,0
48746,/content/fashion_data/images/48746.jpg,Bracelets & Bangles,Women,Silver,Summer,Casual,Lucera Women Silver Bracelet,1,2,Silver,20,2,Casual,0
21956,/content/fashion_data/images/21956.jpg,Handbags & Clutches,Women,Brown,Winter,Casual,Murcia Women Casual Brown Handbag,4,2,Brown,3,3,Casual,0
50317,/content/fashion_data/images/50317.jpg,Ties & Bowties,Men,Red,Summer,Formal,Park Avenue Men Red Tie,10,0,Red,19,2,Formal,2
19951,/content/fashion_data/images/19951.jpg,Hats & Headwear,Unisex,Navy Blue,Fall,Casual,Puma Unisex Cat Logo Navy Blue Cap,5,1,Navy Blue,13,0,Casual,0
43218,/content/fashion_data/images/43218.jpg,Watches,Women,Steel,Winter,Casual,Fastrack Women Steel-Toned Dial Watch NA9735SL02,11,2,Metallic,11,3,Casual,0
50237,/content/fashion_data/images/50237.jpg,Handbags & Clutches,Women,Pink,Summer,Casual,Stoln Women Pink Handbag,4,2,Pink,17,2,Casual,0
17111,/content/fashion_data/images/17111.jpg,Handbags & Clutches,Women,Black,Winter,Casual,Lino Perros Women Crystal Black Clutch,4,2,Black,1,3,Casual,0
35307,/content/fashion_data/images/35307.jpg,Earrings,Women,Gold,Winter,Ethnic,Fabindia Women Ananya Gold Earrings,3,2,Gold,7,3,Festive/Religious,1
38023,/content/fashion_data/images/38023.jpg,Watches,Women,Bronze,Winter,Casual,Q&Q Women Bronze Dial Watch,11,2,Copper,6,3,Casual,0
58889,/content/fashion_data/images/58889.jpg,Ties & Bowties,Men,Brown,Summer,Casual,Hakashi Men Brown Tie,10,0,Brown,3,2,Casual,0
8240,/content/fashion_data/images/8240.jpg,Handbags & Clutches,Women,Mustard,Winter,Casual,Fastrack Women Mustard Sling Bag,4,2,Yellow,24,3,Casual,0
33872,/content/fashion_data/images/33872.jpg,Watches,Men,Black,Winter,Casual,Citizen Men Black Dial Chronograph Watch,11,0,Black,1,3,Casual,0
47161,/content/fashion_data/images/47161.jpg,Belts,Men,Black,Summer,Casual,Peter England Men Black Belt,0,0,Black,1,2,Casual,0
25243,/content/fashion_data/images/25243.jpg,Handbags & Clutches,Women,Olive,Summer,Casual,Lino Perros Women Canvas Olive Handbag,4,2,Green,8,2,Casual,0
59577,/content/fashion_data/images/59577.jpg,Cufflinks,Men,Steel,Summer,Casual,Revv Men Steel and Brown Cufflinks,2,0,Metallic,11,2,Casual,0
30279,/content/fashion_data/images/30279.jpg,Sunglasses & Eyewear,Men,Grey,Summer,Casual,Speedo Men Sheet Sunglasses,9,0,Grey,9,2,Casual,0
4709,/content/fashion_data/images/4709.jpg,Watches,Unisex,Black,Winter,Sports,ADIDAS Unisex Chronographic Digital Black Watch,11,1,Black,1,3,Sports,4
58154,/content/fashion_data/images/58154.jpg,Hats & Headwear,Men,Blue,Summer,Casual,Puma Men Blue Cap,5,0,Blue,2,2,Casual,0
38442,/content/fashion_data/images/38442.jpg,Handbags & Clutches,Women,Grey,Summer,Casual,Baggit Women Grey Surali Platy Clutch,4,2,Grey,9,2,Casual,0
39030,/content/fashion_data/images/39030.jpg,Watches,Men,White,Winter,Casual,CASIO G-Shock Men White Digital Watch G365,11,0,White,23,3,Casual,0
17602,/content/fashion_data/images/17602.jpg,Sunglasses & Eyewear,Unisex,Brown,Winter,Casual,Cat Unisex Classic Brown Sunglasses,9,1,Brown,3,3,Casual,0
48009,/content/fashion_data/images/48009.jpg,Watches,Women,White,Winter,Casual,Helix Women Silver Dial Watch,11,2,White,23,3,Casual,0
50188,/content/fashion_data/images/50188.jpg,Handbags & Clutches,Women,Pink,Summer,Casual,Paridhan Women Pink Handbag,4,2,Pink,17,2,Casual,0
33894,/content/fashion_data/images/33894.jpg,Watches,Men,White,Winter,Casual,Citizen Men White Dial Watch BD0024-53A,11,0,White,23,3,Casual,0
51627,/content/fashion_data/images/51627.jpg,Watches,Women,White,Winter,Casual,FOSSIL Women White Dial Watch ES3013,11,2,White,23,3,Casual,0
50288,/content/fashion_data/images/50288.jpg,Ties & Bowties,Men,Black,Summer,Formal,Parx Men Black Tie,10,0,Black,1,2,Formal,2
48597,/content/fashion_data/images/48597.jpg,Earrings,Women,Silver,Summer,Casual,Lucera Women Silver Earrings,3,2,Silver,20,2,Casual,0
43157,/content/fashion_data/images/43157.jpg,Watches,Women,Black,Winter,Casual,Fastrack Women Black Dial Watch,11,2,Black,1,3,Casual,0
18435,/content/fashion_data/images/18435.jpg,Handbags & Clutches,Unisex,Black,Fall,Casual,Vital Gear Unisex Black Messenger Bag,4,1,Black,1,0,Casual,0
21293,/content/fashion_data/images/21293.jpg,Sunglasses & Eyewear,Women,Black,Winter,Casual,Celine Dion Women Black Frame Sunglasses,9,2,Black,1,3,Casual,0
25163,/content/fashion_data/images/25163.jpg,Handbags & Clutches,Women,Black,Winter,Casual,Lino Perros Women Leatherette Black Handbag,4,2,Black,1,3,Casual,0
32367,/content/fashion_data/images/32367.jpg,Watches,Men,Black,Winter,Casual,Q&Q Men Black Dial Watch,11,0,Black,1,3,Casual,0
50396,/content/fashion_data/images/50396.jpg,Watches,Women,Silver,Winter,Casual,Miss Sixty Silver Dial Watch,11,2,Silver,20,3,Casual,0
58446,/content/fashion_data/images/58446.jpg,Watches,Women,White,Winter,Casual,Fossil Women White Dial Chronograph Watch,11,2,White,23,3,Casual,0
4707,/content/fashion_data/images/4707.jpg,Watches,Unisex,Black,Winter,Sports,ADIDAS Unisex Seoul Black Purple Watch,11,1,Black,1,3,Sports,4
36805,/content/fashion_data/images/36805.jpg,Watches,Men,White,Winter,Casual,Maxima Men White Dial Ssteele Watch,11,0,White,23,3,Casual,0
50834,/content/fashion_data/images/50834.jpg,Belts,Men,Black,Summer,Casual,New Hide Men Black Belt,0,0,Black,1,2,Casual,0
8114,/content/fashion_data/images/8114.jpg,Belts,Men,Green,Winter,Casual,Fastrack Men Military Canvas Belt,0,0,Green,8,3,Casual,0
25258,/content/fashion_data/images/25258.jpg,Handbags & Clutches,Women,Off White,Summer,Casual,Lino Perros Women Leatherette Off White Handbag,4,2,Off White,15,2,Casual,0
35060,/content/fashion_data/images/35060.jpg,Belts,Men,Brown,Summer,Casual,Allen Solly Men Leather Brown Belt,0,0,Brown,3,2,Casual,0
33414,/content/fashion_data/images/33414.jpg,Handbags & Clutches,Women,Green,Summer,Casual,Baggit Women Quick Jhuti Green Handbag,4,2,Green,8,2,Casual,0
36351,/content/fashion_data/images/36351.jpg,Ties & Bowties,Men,Blue,Summer,Formal,Reid & Taylor Men Blue Tie,10,0,Blue,2,2,Formal,2
25309,/content/fashion_data/images/25309.jpg,Watches,Women,Pink,Winter,Casual,CASIO Women Pink Dial Analogue Watch A534,11,2,Pink,17,3,Casual,0
49563,/content/fashion_data/images/49563.jpg,Handbags & Clutches,Women,White,Summer,Casual,Spice Art Women White Handbag,4,2,White,23,2,Casual,0
25634,/content/fashion_data/images/25634.jpg,Watches,Women,Black,Summer,Casual,Fastrack Women Black Dial Watch N6035SL02,11,2,Black,1,2,Casual,0
30012,/content/fashion_data/images/30012.jpg,Watches,Men,Silver,Winter,Casual,Kenneth Cole Men Silver Dial Watch,11,0,Silver,20,3,Casual,0
48806,/content/fashion_data/images/48806.jpg,Necklaces & Chains,Men,Steel,Summer,Casual,Revv Men Steel Pendant,6,0,Metallic,11,2,Casual,0
27728,/content/fashion_data/images/27728.jpg,Handbags & Clutches,Women,Black,Winter,Casual,Murcia Women Black Handbag,4,2,Black,1,3,Casual,0
49324,/content/fashion_data/images/49324.jpg,Watches,Women,White,Winter,Casual,DKNY Women White Dial Watch NY3715,11,2,White,23,3,Casual,0
31863,/content/fashion_data/images/31863.jpg,Watches,Men,Blue,Winter,Casual,Titan Men Chronograph Blue Dial Watch,11,0,Blue,2,3,Casual,0
10224,/content/fashion_data/images/10224.jpg,Handbags & Clutches,Women,Brown,Winter,Casual,Murcia Women Asjke Brown Brown Handbags,4,2,Brown,3,3,Casual,0
25108,/content/fashion_data/images/25108.jpg,Belts,Women,Cream,Winter,Casual,Lino Perros Women Camel Belt,0,2,Off White,15,3,Casual,0
2467,/content/fashion_data/images/2467.jpg,Hats & Headwear,Men,White,Summer,Casual,Nike Men White Cap,5,0,White,23,2,Casual,0
48738,/content/fashion_data/images/48738.jpg,Bracelets & Bangles,Men,Steel,Fall,Casual,Revv Men Steel Bangle,1,0,Metallic,11,0,Casual,0
48551,/content/fashion_data/images/48551.jpg,Belts,Men,Brown,Summer,Casual,Wrangler Men Brown Belt,0,0,Brown,3,2,Casual,0
21698,/content/fashion_data/images/21698.jpg,Watches,Women,White,Winter,Casual,Fossil Women White Dial Watch ES2968,11,2,White,23,3,Casual,0
8712,/content/fashion_data/images/8712.jpg,Sunglasses & Eyewear,Unisex,Black,Winter,Casual,Fastrack Unisex Black Sunglasses,9,1,Black,1,3,Casual,0
45027,/content/fashion_data/images/45027.jpg,Watches,Men,Black,Winter,Casual,Maxima Attivo Men Black Dial Watch,11,0,Black,1,3,Casual,0
38219,/content/fashion_data/images/38219.jpg,Sunglasses & Eyewear,Unisex,Black,Winter,Casual,Polaroid Unisex Sunglasses,9,1,Black,1,3,Casual,0
34292,/content/fashion_data/images/34292.jpg,Scarves & Shawls,Women,Multi,Summer,Ethnic,Fabindia Women Multi Coloured Chanderi Dupatta,8,2,Multi-color,12,2,Festive/Religious,1
50297,/content/fashion_data/images/50297.jpg,Ties & Bowties,Men,Black,Summer,Casual,Parx Men Black Tie,10,0,Black,1,2,Casual,0
33633,/content/fashion_data/images/33633.jpg,Handbags & Clutches,Women,Brown,Summer,Casual,Lino Perros Women Brown Handbag,4,2,Brown,3,2,Casual,0
10594,/content/fashion_data/images/10594.jpg,Watches,Women,Pink,Winter,Casual,Esprit Women Houston Funky Pink Pink Watches,11,2,Pink,17,3,Casual,0
16961,/content/fashion_data/images/16961.jpg,Sunglasses & Eyewear,Men,Black,Winter,Casual,Image Men Sunglasses,9,0,Black,1,3,Casual,0
27688,/content/fashion_data/images/27688.jpg,Handbags & Clutches,Women,Brown,Winter,Casual,Murcia Women Brown Handbag,4,2,Brown,3,3,Casual,0
21681,/content/fashion_data/images/21681.jpg,Watches,Men,Black,Winter,Casual,Fossil Men Black Chronograph Watch CH2697,11,0,Black,1,3,Casual,0
27814,/content/fashion_data/images/27814.jpg,Belts,Men,Black,Summer,Formal,Bulchee Men Brown & Black Reversible Belt,0,0,Black,1,2,Formal,2
45895,/content/fashion_data/images/45895.jpg,Watches,Men,Blue,Winter,Casual,Maxima Ssteele Men Blue Dial Watch,11,0,Blue,2,3,Casual,0
46572,/content/fashion_data/images/46572.jpg,Watches,Men,White,Winter,Sports,Timex Men White Dial Watch,11,0,White,23,3,Sports,4
14140,/content/fashion_data/images/14140.jpg,Cufflinks,Men,Steel,Fall,Formal,Belmonte Men Bright Assorted Steel Cufflinks,2,0,Metallic,11,0,Formal,2
10105,/content/fashion_data/images/10105.jpg,Watches,Women,Steel,Winter,Casual,Fastrack Women Analogue Leather Steel Watches,11,2,Metallic,11,3,Casual,0
52754,/content/fashion_data/images/52754.jpg,Handbags & Clutches,Women,Black,Fall,Casual,Fiorelli Women Black and Taupe Leather Handbag,4,2,Black,1,0,Casual,0
20399,/content/fashion_data/images/20399.jpg,Handbags & Clutches,Women,Brown,Winter,Casual,Baggit Women Possible Taj Brown Handbag,4,2,Brown,3,3,Casual,0
47384,/content/fashion_data/images/47384.jpg,Handbags & Clutches,Women,Teal,Summer,Casual,Baggit Women Teal Purse,4,2,Teal,22,2,Casual,0
45204,/content/fashion_data/images/45204.jpg,Watches,Women,Purple,Winter,Casual,CASIO ENTICER Women Purple Dial Watch A659 LTP-1294D-6ADF,11,2,Purple,18,3,Casual,0
40511,/content/fashion_data/images/40511.jpg,Watches,Men,White,Winter,Casual,Titan Men White Dial Watch,11,0,White,23,3,Casual,0
34923,/content/fashion_data/images/34923.jpg,Scarves & Shawls,Women,Green,Summer,Ethnic,Fabindia Green Dupatta,8,2,Green,8,2,Festive/Religious,1
33479,/content/fashion_data/images/33479.jpg,Belts,Women,Black,Summer,Casual,Baggit Women Gambler Sandwichtost Black Belt,0,2,Black,1,2,Casual,0
52230,/content/fashion_data/images/52230.jpg,Necklaces & Chains,Women,Silver,Summer,Casual,Lencia Silver and Black Pendant,6,2,Silver,20,2,Casual,0
10599,/content/fashion_data/images/10599.jpg,Hats & Headwear,Unisex,White,Fall,Sports,Nike Unisex Tennis White Caps,5,1,White,23,0,Sports,4
36776,/content/fashion_data/images/36776.jpg,Watches,Men,White,Winter,Casual,Maxima Men White Dial Watch,11,0,White,23,3,Casual,0
54661,/content/fashion_data/images/54661.jpg,Watches,Women,Red,Winter,Casual,Fastrack Women White Dial Watch,11,2,Red,19,3,Casual,0
54391,/content/fashion_data/images/54391.jpg,Handbags & Clutches,Women,Blue,Summer,Casual,Baggit Women Blue Handbag,4,2,Blue,2,2,Casual,0
32316,/content/fashion_data/images/32316.jpg,Watches,Women,Pink,Winter,Casual,Q&Q Women Pink Dial Watch,11,2,Pink,17,3,Casual,0
28405,/content/fashion_data/images/28405.jpg,Sunglasses & Eyewear,Men,Black,Winter,Casual,Idee Men Black Sunglasses,9,0,Black,1,3,Casual,0
36347,/content/fashion_data/images/36347.jpg,Ties & Bowties,Men,Purple,Summer,Formal,Reid & Taylor Men Blue Tie,10,0,Purple,18,2,Formal,2
43161,/content/fashion_data/images/43161.jpg,Watches,Women,Pink,Winter,Casual,Fastrack Women Pink Dial Watch,11,2,Pink,17,3,Casual,0
25286,/content/fashion_data/images/25286.jpg,Handbags & Clutches,Women,Pink,Summer,Casual,Lino Perros Women Leatherette Pink Sling Bag,4,2,Pink,17,2,Casual,0
10207,/content/fashion_data/images/10207.jpg,Handbags & Clutches,Women,Brown,Winter,Casual,Murcia Women Hths Brown Handbags,4,2,Brown,3,3,Casual,0
32357,/content/fashion_data/images/32357.jpg,Watches,Men,Black,Winter,Casual,Q&Q Men Black Dial Watch,11,0,Black,1,3,Casual,0
25639,/content/fashion_data/images/25639.jpg,Watches,Men,White,Winter,Casual,Fastrack Men White Dial Watch N747PL01,11,0,White,23,3,Casual,0
32311,/content/fashion_data/images/32311.jpg,Watches,Men,Black,Winter,Casual,Q&Q Men Black Dial Watch,11,0,Black,1,3,Casual,0
22935,/content/fashion_data/images/22935.jpg,Watches,Women,Red,Winter,Casual,Fastrack Women Red Casual Watch,11,2,Red,19,3,Casual,0
35282,/content/fashion_data/images/35282.jpg,Watches,Unisex,Black,Winter,Casual,Suunto Vector Coyote Brown Watch,11,1,Black,1,3,Casual,0
45171,/content/fashion_data/images/45171.jpg,Watches,Men,Black,Winter,Casual,CASIO ENTICER Men Black Dial Chronograph Watch A573,11,0,Black,1,3,Casual,0
17217,/content/fashion_data/images/17217.jpg,Sunglasses & Eyewear,Men,Black,Winter,Casual,United Colors of Benetton Men Funky Eyewear Black Sunglasses,9,0,Black,1,3,Casual,0
28283,/content/fashion_data/images/28283.jpg,Sunglasses & Eyewear,Women,Brown,Winter,Casual,Fastrack Women Brown Sunglasses,9,2,Brown,3,3,Casual,0
15937,/content/fashion_data/images/15937.jpg,Belts,Men,Brown,Fall,Casual,Turtle Men Leather Brown Belts,0,0,Brown,3,0,Casual,0
23294,/content/fashion_data/images/23294.jpg,Watches,Men,White,Winter,Casual,Maxima Men White Steel Watch,11,0,White,23,3,Casual,0
37482,/content/fashion_data/images/37482.jpg,Watches,Women,White,Winter,Casual,Esprit Women White Watch,11,2,White,23,3,Casual,0
41242,/content/fashion_data/images/41242.jpg,Belts,Men,Black,Summer,Casual,Arrow Men Black and Brown Reversible Belt,0,0,Black,1,2,Casual,0
8309,/content/fashion_data/images/8309.jpg,Belts,Men,Black,Winter,Casual,Fastrack Men Non Leather Black Silver Color Brass Belt,0,0,Black,1,3,Casual,0
47372,/content/fashion_data/images/47372.jpg,Handbags & Clutches,Women,Brown,Summer,Casual,Baggit Women Brown Bag,4,2,Brown,3,2,Casual,0
19210,/content/fashion_data/images/19210.jpg,Belts,Men,Brown,Summer,Casual,United Colors of Benetton Men Solid Brown Belt,0,0,Brown,3,2,Casual,0
